55803,55865,55927,58451,58077,56006,58144,48376,48436,56073,56137,48506,56204,48578,58206,56272,48651,48712,48773,48835,48900,56331,48966,31532,49025,31600,31659,31724,49087,56390,49145,49207,56451,49277,49340,49401,49457,56511,49526,31846,31914,49591,31982,32043,32108,49656,56573,32191,56630,56694,49729,49791,32271,32335,56753,49859,49924,49991,50057,32423,56816,32492,50127,58265,50185,32558,50253,32626,50314,50384,56882,50456,32704,56947,32769,32828,50523,32892,32958,33016,33078,50588,33142,33204,33269,33334,33394,33459,50646,33536,33597,33665,33726,50704,50773,33811,33881,50836,33955,34021,34092,34156,34230,50905,50967,51036,57017,51099,34304,34368,51157,51221,57076,34439,34505,51287,34578,51353,34643,34709,51416,51478,34789,34854,34917,34986,35046,51543,35115,35178,51605,24030,57133,35254,35325,51670,35391,51740,51810,35459,51865,58316,35535,51940,57195,35611,35670,35735,35795,24224,57254,35863,35921,24298,35990,36052,52008,36122,36186,57310,36249,52073,36321,36386,52133,36453,36526,36590,36662,57371,36732,52202,36798,52264,52328,52391,24473,24542,58383,36870,36933,36994,37058,52453,52515,37127,37197,37261,37323,37394,37462,37531,37596,57434,37663,52587,37733,37801,37858,37926,37984,57496,52658,52718,57558,24761,38058,57622,57686,38123,38181,38246,52794,52851,38322,38387,52908,38461,38524,38585,38640,38708,38773,38843,38906,52974,38973,53033,57748,53104,39049,39116,39188,39249,53166,57808,39318,39375,39437,39501,53228,53290,53356,39575,53420,53481,53543,39641,39704,53605,39775,39843,24986,25060,39910,53663,39968,40028,40087,25142,25206,57873,40156,53722,40224,40298,53782,40363,25280,40422,53852,53909,25362,40489,40547,40607,40667,40725,53969,40795,25443,25509,40858,40917,40981,41038,54030,41099,54102,54169,25594,41156,41217,54234,54301,41278,25666,41335,41398,25737,25801,41461,25865,41526,41597,41657,41720,25943,54361,41788,26017,41851,41918,41987,42053,42117,54421,26099,42183,42250,42319,42381,26169,42456,26241,42518,42581,42655,42724,42790,42861,42930,26327,26400,54487,42996,43054,26471,43116,43186,43253,26547,26612,54548,43326,26685,43391,26754,26815,43451,43508,54609,26884,43569,43637,43699,54678,43763,43826,54738,43888,57936,26981,43951,54801,27046,54860,44023,27122,54921,44088,27193,27255,44150,44214,54984,44279,27329,44343,55044,44413,44472,27400,44531,27466,44593,44656,55107,44722,44788,44852,44918,27537,27603,55164,27675,44978,27742,27806,27876,55225,45043,27934,45111,27996,28062,45171,28131,28205,28267,28337,28405,55288,45235,45303,28476,28545,45373,45438,45498,28619,45557,55346,45620,45686,28691,45750,28754,45815,45876,28819,45939,46005,28884,28950,29008,46070,46133,29075,29142,29209,29274,55410,46199,46252,46312,46369,46436,55472,29347,29416,46495,29486,29547,46562,46623,29616,29682,29752,29820,29885,46692,29950,30011,30081,46760,46821,55538,55607,30157,30225,58001,46887,30286,46950,47019,30353,30411,47080,30479,30540,55673,47143,47204,30594,47270,47332,30660,47393,47462,47526,47586,47653,30727,30792,47730,30867,30928,47800,47872,30995,47934,47999,48062,48132,48199,31051,31114,55731,48259,31170,31230
512,31,139,-1,6,0,0,0
513,227,374,-1,6,0,0,0
514,32,160,-1,6,0,0,0
515,28,302,-1,4,0,0,0
516,116,343,-1,4,0,0,0
517,234,482,-1,6,0,0,0
518,58,88,-1,6,0,0,0
519,145,423,-1,6,0,0,0
520,104,472,-1,6,0,0,0
521,87,413,-1,4,0,0,0
522,182,485,-1,4,0,0,0
523,315,453,-1,6,0,0,0
524,346,466,-1,6,0,0,0
525,69,189,-1,6,0,0,0
526,236,256,-1,4,0,0,0
527,152,465,-1,6,0,0,0
528,195,247,-1,4,0,0,0
529,259,437,-1,4,0,0,0
530,80,506,-1,6,0,0,0
531,137,367,-1,6,0,0,0
532,14,42,-1,4,0,0,0
533,98,188,-1,4,0,0,0
534,356,496,-1,4,0,0,0
535,45,443,-1,6,0,0,0
536,262,368,-1,4,0,0,0
537,190,438,-1,6,0,0,0
538,166,388,-1,4,0,0,0
539,39,462,-1,6,0,0,0
540,176,502,-1,6,0,0,0
541,100,494,-1,4,0,0,0
542,174,241,-1,6,0,0,0
543,135,224,-1,6,0,0,0
544,191,436,-1,6,0,0,0
545,193,476,-1,4,0,0,0
546,230,317,-1,6,0,0,0
547,216,242,-1,6,0,0,0
548,54,77,-1,6,0,0,0
549,10,169,-1,6,0,0,0
550,140,422,-1,6,0,0,0
551,16,322,-1,6,0,0,0
552,237,470,-1,4,0,0,0
553,320,451,-1,6,0,0,0
554,82,126,-1,6,0,0,0
555,293,310,-1,4,0,0,0
556,172,425,-1,4,0,0,0
557,377,477,-1,6,0,0,0
558,233,366,-1,4,0,0,0
559,122,316,-1,6,0,0,0
560,96,155,-1,4,0,0,0
561,248,292,-1,4,0,0,0
562,30,231,-1,6,0,0,0
563,238,326,-1,4,0,0,0
564,15,461,-1,6,0,0,0
565,52,364,-1,4,0,0,0
566,142,415,-1,4,0,0,0
567,267,428,-1,6,0,0,0
568,220,268,-1,6,0,0,0
569,433,464,-1,6,0,0,0
570,427,430,-1,6,0,0,0
571,167,245,-1,6,0,0,0
572,289,447,-1,6,0,0,0
573,376,445,-1,4,0,0,0
574,12,194,-1,6,0,0,0
575,337,490,-1,6,0,0,0
576,340,429,-1,6,0,0,0
577,279,295,-1,4,0,0,0
578,13,483,-1,6,0,0,0
579,93,278,-1,4,0,0,0
580,207,507,-1,4,0,0,0
581,383,449,-1,4,0,0,0
582,382,416,-1,4,0,0,0
583,334,392,-1,6,0,0,0
584,159,419,-1,6,0,0,0
585,147,203,-1,6,0,0,0
586,239,399,-1,6,0,0,0
587,223,347,-1,4,0,0,0
588,124,204,-1,6,0,0,0
589,103,269,-1,4,0,0,0
590,186,497,-1,6,0,0,0
591,90,307,-1,6,0,0,0
592,35,260,-1,4,0,0,0
593,277,406,-1,6,0,0,0
594,197,409,-1,6,0,0,0
595,97,474,-1,6,0,0,0
596,138,412,-1,4,0,0,0
597,46,455,-1,6,0,0,0
598,250,276,-1,6,0,0,0
599,64,214,-1,6,0,0,0
600,454,467,-1,6,0,0,0
601,113,471,-1,6,0,0,0
602,105,212,-1,6,0,0,0
603,229,408,-1,6,0,0,0
